disbursement_id,application_id,prospect_id,disbursement_date,branch_id,ao_id,product,segment,disbursed_amount,interest_rate_pa,tenor_months
DSB0001855,APP0003057,PR0013888,2025-08-31,BR003,AO012,Kredit Konsumtif,Konsumtif,29000000,18.0,12
DSB0001856,APP0003058,PR0013897,2026-04-12,BR006,AO023,Kredit Payroll,Payroll,49000000,15.5,48
DSB0001857,APP0003059,PR0013904,2025-07-14,BR001,AO004,Kredit Konsumtif,Konsumtif,28500000,18.0,36
DSB0001858,APP0003061,PR0013923,2026-02-15,BR007,AO026,Kredit Mikro,Mikro,19500000,21.0,36
DSB0001859,APP0003064,PR0013932,2026-03-25,BR003,AO010,Kredit Payroll,Payroll,97000000,15.5,36
DSB0001860,APP0003065,PR0013944,2025-12-26,BR002,AO008,Kredit Mikro,Mikro,46500000,21.0,18
DSB0001861,APP0003067,PR0013959,2026-01-31,BR002,AO005,Kredit Payroll,Payroll,96500000,15.5,24
DSB0001862,APP0003069,PR0013963,2025-10-13,BR003,AO011,Kredit Payroll,Payroll,99500000,15.5,60
DSB0001863,APP0003071,PR0013969,2025-11-21,BR005,AO017,Kredit Konsumtif,Konsumtif,27500000,18.0,36
DSB0001864,APP0003074,PR0013988,2025-08-31,BR001,AO004,Kredit Konsumtif,Konsumtif,28500000,18.0,24
DSB0001865,APP0003075,PR0013993,2026-02-16,BR005,AO019,Kredit Mikro,Mikro,28500000,21.0,24
DSB0001866,APP0003076,PR0014001,2025-11-13,BR007,AO027,Kredit Mikro,Mikro,98000000,21.0,36
DSB0001867,APP0003077,PR0014002,2025-11-12,BR005,AO018,Kredit Konsumtif,Konsumtif,46500000,18.0,36
DSB0001868,APP0003078,PR0014005,2026-04-05,BR001,AO003,Kredit Konsumtif,Konsumtif,145500000,18.0,24
DSB0001869,APP0003079,PR0014006,2025-08-30,BR002,AO006,Kredit Produktif SME,SME,92500000,19.0,24
DSB0001870,APP0003081,PR0014010,2026-06-13,BR005,AO017,Kredit Payroll,Payroll,97000000,15.5,36
DSB0001871,APP0003082,PR0014019,2026-04-25,BR004,AO013,Kredit Produktif SME,SME,96000000,19.0,24
DSB0001872,APP0003083,PR0014020,2026-03-22,BR005,AO019,Kredit Konsumtif,Konsumtif,98000000,18.0,36
DSB0001873,APP0003085,PR0014025,2025-12-01,BR004,AO014,Kredit Konsumtif,Konsumtif,75000000,18.0,12
DSB0001874,APP0003087,PR0014030,2025-12-20,BR001,AO003,Kredit Konsumtif,Konsumtif,48500000,18.0,12
DSB0001875,APP0003088,PR0014035,2025-07-22,BR005,AO017,Kredit Produktif SME,SME,293000000,19.0,36
DSB0001876,APP0003089,PR0014042,2025-10-26,BR003,AO009,Kredit Payroll,Payroll,46500000,15.5,12
DSB0001877,APP0003090,PR0014049,2025-12-24,BR007,AO027,Kredit Payroll,Payroll,74000000,15.5,36
DSB0001878,APP0003092,PR0014060,2026-01-31,BR004,AO013,Kredit Konsumtif,Konsumtif,142000000,18.0,36
DSB0001879,APP0003093,PR0014070,2025-10-27,BR005,AO018,Kredit Mikro,Mikro,72500000,21.0,12
DSB0001880,APP0003096,PR0014080,2026-04-29,BR003,AO011,Kredit Konsumtif,Konsumtif,139500000,18.0,12
DSB0001881,APP0003097,PR0014081,2026-01-25,BR001,AO003,Kredit Payroll,Payroll,93000000,15.5,60
DSB0001882,APP0003098,PR0014082,2026-02-22,BR002,AO005,Kredit Mikro,Mikro,29500000,21.0,24
DSB0001883,APP0003100,PR0014088,2026-02-23,BR002,AO006,Kredit Produktif SME,SME,146000000,19.0,60
DSB0001884,APP0003105,PR0014135,2025-09-26,BR005,AO017,Kredit Produktif SME,SME,191500000,19.0,36
DSB0001885,APP0003106,PR0014136,2026-03-25,BR001,AO003,Kredit Produktif SME,SME,464500000,19.0,24
DSB0001886,APP0003108,PR0014147,2026-06-16,BR007,AO026,Kredit Konsumtif,Konsumtif,73500000,18.0,24
DSB0001887,APP0003109,PR0014151,2026-05-31,BR002,AO008,Kredit Konsumtif,Konsumtif,74000000,18.0,12
DSB0001888,APP0003113,PR0014167,2026-05-15,BR006,AO022,Kredit Produktif SME,SME,146000000,19.0,12
DSB0001889,APP0003114,PR0014169,2025-12-31,BR006,AO022,Kredit Konsumtif,Konsumtif,139000000,18.0,36
DSB0001890,APP0003115,PR0014171,2025-07-31,BR001,AO003,Kredit Konsumtif,Konsumtif,71000000,18.0,36
DSB0001891,APP0003116,PR0014175,2025-10-23,BR006,AO021,Kredit Payroll,Payroll,74000000,15.5,12
DSB0001892,APP0003119,PR0014194,2026-05-01,BR004,AO016,Kredit Konsumtif,Konsumtif,147000000,18.0,24
DSB0001893,APP0003120,PR0014198,2025-09-07,BR003,AO010,Kredit Payroll,Payroll,143500000,15.5,60
DSB0001894,APP0003121,PR0014208,2025-12-08,BR003,AO012,Kredit Produktif SME,SME,198000000,19.0,12
DSB0001895,APP0003123,PR0014214,2025-11-22,BR007,AO026,Kredit Payroll,Payroll,196000000,15.5,36
DSB0001896,APP0003124,PR0014225,2025-11-16,BR005,AO018,Kredit Mikro,Mikro,48000000,21.0,12
DSB0001897,APP0003125,PR0014227,2025-11-17,BR001,AO001,Kredit Mikro,Mikro,46500000,21.0,18
DSB0001898,APP0003127,PR0014234,2025-12-01,BR001,AO003,Kredit Konsumtif,Konsumtif,49500000,18.0,18
DSB0001899,APP0003128,PR0014235,2026-05-31,BR005,AO017,Kredit Konsumtif,Konsumtif,94000000,18.0,12
DSB0001900,APP0003129,PR0014237,2026-04-24,BR002,AO005,Kredit Payroll,Payroll,146000000,15.5,60
DSB0001901,APP0003130,PR0014238,2025-09-29,BR005,AO017,Kredit Konsumtif,Konsumtif,95000000,18.0,12
DSB0001902,APP0003131,PR0014250,2026-07-01,BR002,AO007,Kredit Konsumtif,Konsumtif,149500000,18.0,18
DSB0001903,APP0003132,PR0014251,2026-06-09,BR003,AO009,Kredit Konsumtif,Konsumtif,123500000,18.0,24
DSB0001904,APP0003133,PR0014254,2026-02-26,BR001,AO003,Kredit Konsumtif,Konsumtif,47500000,18.0,24
DSB0001905,APP0003136,PR0014261,2026-03-23,BR006,AO021,Kredit Produktif SME,SME,94000000,19.0,12
DSB0001906,APP0003137,PR0014265,2025-08-31,BR001,AO003,Kredit Payroll,Payroll,199000000,15.5,36
DSB0001907,APP0003140,PR0014280,2026-01-27,BR002,AO006,Kredit Mikro,Mikro,97500000,21.0,12
DSB0001908,APP0003141,PR0014284,2025-12-23,BR002,AO006,Kredit Payroll,Payroll,93000000,15.5,36
DSB0001909,APP0003142,PR0014286,2026-04-15,BR002,AO006,Kredit Payroll,Payroll,69000000,15.5,36
DSB0001910,APP0003143,PR0014301,2026-02-16,BR007,AO028,Kredit Produktif SME,SME,740500000,19.0,60
DSB0001911,APP0003144,PR0014302,2026-06-19,BR006,AO023,Kredit Konsumtif,Konsumtif,118500000,18.0,12
DSB0001912,APP0003148,PR0014324,2025-10-10,BR001,AO003,Kredit Mikro,Mikro,96500000,21.0,18
DSB0001913,APP0003150,PR0014334,2026-03-29,BR002,AO008,Kredit Payroll,Payroll,71000000,15.5,12
DSB0001914,APP0003151,PR0014336,2026-04-13,BR003,AO010,Kredit Payroll,Payroll,197000000,15.5,48
DSB0001915,APP0003152,PR0014340,2025-12-31,BR005,AO020,Kredit Produktif SME,SME,193000000,19.0,36
DSB0001916,APP0003153,PR0014344,2025-08-27,BR005,AO019,Kredit Produktif SME,SME,299000000,19.0,60
DSB0001917,APP0003157,PR0014352,2025-09-27,BR002,AO006,Kredit Produktif SME,SME,694500000,19.0,12
DSB0001918,APP0003158,PR0014356,2025-10-01,BR001,AO002,Kredit Produktif SME,SME,95000000,19.0,48
DSB0001919,APP0003160,PR0014362,2025-08-11,BR002,AO007,Kredit Produktif SME,SME,282500000,19.0,48
DSB0001920,APP0003161,PR0014370,2026-03-02,BR002,AO006,Kredit Payroll,Payroll,92000000,15.5,36
DSB0001921,APP0003162,PR0014377,2025-12-19,BR001,AO001,Kredit Produktif SME,SME,728500000,19.0,24
DSB0001922,APP0003163,PR0014379,2025-10-13,BR001,AO004,Kredit Payroll,Payroll,47000000,15.5,24
DSB0001923,APP0003164,PR0014383,2026-05-27,BR006,AO021,Kredit Payroll,Payroll,75000000,15.5,24
DSB0001924,APP0003165,PR0014400,2025-12-21,BR001,AO001,Kredit Mikro,Mikro,27500000,21.0,18
DSB0001925,APP0003167,PR0014410,2026-01-24,BR005,AO020,Kredit Payroll,Payroll,49500000,15.5,48
DSB0001926,APP0003168,PR0014413,2025-10-13,BR007,AO028,Kredit Produktif SME,SME,733000000,19.0,60
DSB0001927,APP0003170,PR0014418,2026-04-20,BR004,AO015,Kredit Konsumtif,Konsumtif,96000000,18.0,24
DSB0001928,APP0003171,PR0014437,2025-11-28,BR007,AO027,Kredit Mikro,Mikro,70500000,21.0,36
DSB0001929,APP0003172,PR0014440,2026-05-31,BR005,AO017,Kredit Payroll,Payroll,191500000,15.5,60
DSB0001930,APP0003173,PR0014442,2026-03-03,BR001,AO003,Kredit Produktif SME,SME,485500000,19.0,48
DSB0001931,APP0003174,PR0014445,2026-01-22,BR003,AO011,Kredit Produktif SME,SME,731500000,19.0,60
DSB0001932,APP0003175,PR0014455,2025-08-30,BR007,AO027,Kredit Mikro,Mikro,73000000,21.0,18
DSB0001933,APP0003177,PR0014466,2026-05-15,BR001,AO001,Kredit Mikro,Mikro,72000000,21.0,18
DSB0001934,APP0003181,PR0014486,2025-08-31,BR002,AO007,Kredit Produktif SME,SME,464500000,19.0,60
DSB0001935,APP0003182,PR0014491,2026-05-07,BR002,AO007,Kredit Konsumtif,Konsumtif,94500000,18.0,18
DSB0001936,APP0003183,PR0014495,2025-11-10,BR004,AO016,Kredit Konsumtif,Konsumtif,49000000,18.0,24
DSB0001937,APP0003184,PR0014498,2026-04-11,BR001,AO003,Kredit Konsumtif,Konsumtif,118000000,18.0,18
DSB0001938,APP0003186,PR0014506,2025-12-31,BR006,AO024,Kredit Konsumtif,Konsumtif,49500000,18.0,12
DSB0001939,APP0003187,PR0014510,2026-03-03,BR006,AO024,Kredit Mikro,Mikro,49500000,21.0,18
DSB0001940,APP0003190,PR0014517,2025-07-24,BR001,AO002,Kredit Produktif SME,SME,293000000,19.0,12
DSB0001941,APP0003191,PR0014519,2026-03-22,BR002,AO006,Kredit Payroll,Payroll,48000000,15.5,60
DSB0001942,APP0003192,PR0014525,2026-04-21,BR001,AO004,Kredit Konsumtif,Konsumtif,146000000,18.0,24
DSB0001943,APP0003193,PR0014530,2026-01-25,BR007,AO026,Kredit Payroll,Payroll,71500000,15.5,12
DSB0001944,APP0003194,PR0014539,2026-01-17,BR002,AO006,Kredit Mikro,Mikro,94500000,21.0,18
DSB0001945,APP0003196,PR0014543,2026-02-20,BR002,AO005,Kredit Mikro,Mikro,97000000,21.0,36
DSB0001946,APP0003197,PR0014544,2026-06-29,BR001,AO002,Kredit Konsumtif,Konsumtif,97000000,18.0,36
DSB0001947,APP0003198,PR0014546,2026-05-18,BR005,AO019,Kredit Payroll,Payroll,142000000,15.5,24
DSB0001948,APP0003199,PR0014549,2025-11-20,BR005,AO020,Kredit Mikro,Mikro,48000000,21.0,12
DSB0001949,APP0003200,PR0014552,2026-01-31,BR005,AO020,Kredit Mikro,Mikro,46500000,21.0,36
DSB0001950,APP0003201,PR0014554,2025-08-08,BR004,AO013,Kredit Produktif SME,SME,994500000,19.0,48
DSB0001951,APP0003203,PR0014557,2026-05-23,BR001,AO003,Kredit Konsumtif,Konsumtif,46500000,18.0,12
DSB0001952,APP0003204,PR0014559,2026-03-31,BR007,AO027,Kredit Produktif SME,SME,949000000,19.0,60
DSB0001953,APP0003209,PR0014586,2026-07-01,BR007,AO027,Kredit Konsumtif,Konsumtif,29500000,18.0,18
DSB0001954,APP0003210,PR0014587,2026-05-01,BR002,AO007,Kredit Payroll,Payroll,145500000,15.5,48
DSB0001955,APP0003212,PR0014591,2025-09-26,BR001,AO002,Kredit Payroll,Payroll,149500000,15.5,60
DSB0001956,APP0003213,PR0014592,2026-05-31,BR002,AO006,Kredit Mikro,Mikro,30000000,21.0,12
DSB0001957,APP0003215,PR0014600,2026-04-12,BR001,AO004,Kredit Konsumtif,Konsumtif,46500000,18.0,24
DSB0001958,APP0003217,PR0014609,2026-05-27,BR003,AO011,Kredit Konsumtif,Konsumtif,96500000,18.0,12
DSB0001959,APP0003219,PR0014627,2025-07-22,BR002,AO006,Kredit Mikro,Mikro,29000000,21.0,12
DSB0001960,APP0003221,PR0014647,2026-02-28,BR001,AO001,Kredit Konsumtif,Konsumtif,149000000,18.0,18
DSB0001961,APP0003222,PR0014651,2026-05-31,BR003,AO009,Kredit Payroll,Payroll,146500000,15.5,24
DSB0001962,APP0003228,PR0014668,2026-01-21,BR003,AO011,Kredit Konsumtif,Konsumtif,118000000,18.0,12
DSB0001963,APP0003230,PR0014672,2026-01-17,BR006,AO024,Kredit Mikro,Mikro,29000000,21.0,18
DSB0001964,APP0003231,PR0014681,2025-10-11,BR003,AO012,Kredit Konsumtif,Konsumtif,95000000,18.0,24
DSB0001965,APP0003233,PR0014683,2025-07-18,BR006,AO022,Kredit Mikro,Mikro,18500000,21.0,12
DSB0001966,APP0003234,PR0014684,2025-07-31,BR001,AO001,Kredit Payroll,Payroll,70500000,15.5,36
DSB0001967,APP0003235,PR0014697,2026-03-02,BR003,AO010,Kredit Mikro,Mikro,19500000,21.0,24
DSB0001968,APP0003239,PR0014712,2025-09-20,BR002,AO005,Kredit Konsumtif,Konsumtif,72500000,18.0,12
DSB0001969,APP0003240,PR0014714,2026-07-01,BR007,AO028,Kredit Payroll,Payroll,94500000,15.5,48
DSB0001970,APP0003241,PR0014718,2025-09-16,BR007,AO026,Kredit Payroll,Payroll,48000000,15.5,48
DSB0001971,APP0003242,PR0014722,2026-03-31,BR006,AO021,Kredit Mikro,Mikro,29500000,21.0,36
DSB0001972,APP0003251,PR0014765,2025-12-26,BR002,AO006,Kredit Payroll,Payroll,100000000,15.5,60
DSB0001973,APP0003252,PR0014766,2026-03-30,BR002,AO005,Kredit Payroll,Payroll,70500000,15.5,48
DSB0001974,APP0003255,PR0014773,2025-12-01,BR004,AO013,Kredit Produktif SME,SME,197500000,19.0,48
DSB0001975,APP0003259,PR0014793,2025-12-17,BR002,AO006,Kredit Mikro,Mikro,73500000,21.0,24
DSB0001976,APP0003260,PR0014796,2025-09-24,BR004,AO014,Kredit Konsumtif,Konsumtif,28000000,18.0,12
DSB0001977,APP0003261,PR0014809,2025-07-31,BR005,AO019,Kredit Konsumtif,Konsumtif,27500000,18.0,24
DSB0001978,APP0003262,PR0014810,2026-02-13,BR001,AO003,Kredit Konsumtif,Konsumtif,100000000,18.0,36
DSB0001979,APP0003263,PR0014817,2025-12-01,BR002,AO007,Kredit Payroll,Payroll,147500000,15.5,36
DSB0001980,APP0003265,PR0014823,2026-05-01,BR004,AO013,Kredit Produktif SME,SME,92500000,19.0,36
DSB0001981,APP0003266,PR0014829,2026-03-03,BR001,AO003,Kredit Payroll,Payroll,50000000,15.5,48
DSB0001982,APP0003268,PR0014841,2025-09-12,BR005,AO020,Kredit Konsumtif,Konsumtif,28000000,18.0,12
DSB0001983,APP0003269,PR0014844,2025-12-01,BR007,AO025,Kredit Payroll,Payroll,197000000,15.5,60
DSB0001984,APP0003273,PR0014855,2025-08-31,BR005,AO018,Kredit Konsumtif,Konsumtif,139000000,18.0,12
DSB0001985,APP0003274,PR0014858,2025-12-01,BR002,AO008,Kredit Mikro,Mikro,47500000,21.0,12
DSB0001986,APP0003275,PR0014862,2026-03-17,BR006,AO021,Kredit Payroll,Payroll,146500000,15.5,48
DSB0001987,APP0003276,PR0014868,2026-05-31,BR007,AO027,Kredit Produktif SME,SME,485000000,19.0,48
DSB0001988,APP0003277,PR0014870,2026-05-29,BR006,AO023,Kredit Konsumtif,Konsumtif,50000000,18.0,12
DSB0001989,APP0003281,PR0014890,2026-04-13,BR005,AO018,Kredit Konsumtif,Konsumtif,46000000,18.0,12
DSB0001990,APP0003282,PR0014896,2025-10-21,BR002,AO005,Kredit Mikro,Mikro,28500000,21.0,36
DSB0001991,APP0003283,PR0014899,2025-08-09,BR001,AO002,Kredit Konsumtif,Konsumtif,97500000,18.0,36
DSB0001992,APP0003286,PR0014906,2025-12-21,BR003,AO011,Kredit Produktif SME,SME,933000000,19.0,60
DSB0001993,APP0003288,PR0014911,2025-07-13,BR001,AO004,Kredit Produktif SME,SME,94500000,19.0,24
DSB0001994,APP0003289,PR0014916,2025-09-29,BR004,AO016,Kredit Payroll,Payroll,191000000,15.5,12
DSB0001995,APP0003290,PR0014918,2025-08-15,BR006,AO023,Kredit Payroll,Payroll,139500000,15.5,48
DSB0001996,APP0003292,PR0014931,2025-07-18,BR002,AO006,Kredit Produktif SME,SME,746000000,19.0,24
DSB0001997,APP0003293,PR0014946,2026-01-17,BR006,AO024,Kredit Mikro,Mikro,19000000,21.0,18
DSB0001998,APP0003294,PR0014950,2025-08-31,BR005,AO020,Kredit Konsumtif,Konsumtif,48500000,18.0,12
DSB0001999,APP0003296,PR0014954,2026-05-24,BR004,AO013,Kredit Konsumtif,Konsumtif,115500000,18.0,36
DSB0002000,APP0003297,PR0014956,2025-11-11,BR002,AO006,Kredit Payroll,Payroll,194500000,15.5,48
DSB0002001,APP0003298,PR0014959,2025-09-21,BR002,AO008,Kredit Payroll,Payroll,146000000,15.5,12
DSB0002002,APP0003299,PR0014961,2026-05-24,BR002,AO008,Kredit Payroll,Payroll,74500000,15.5,48
DSB0002003,APP0003301,PR0014964,2026-06-16,BR005,AO020,Kredit Produktif SME,SME,278500000,19.0,48
DSB0002004,APP0003302,PR0014973,2025-10-13,BR004,AO015,Kredit Payroll,Payroll,149500000,15.5,60
DSB0002005,APP0003303,PR0014986,2026-03-02,BR003,AO011,Kredit Mikro,Mikro,19500000,21.0,36
DSB0002006,APP0003304,PR0014993,2025-09-21,BR001,AO004,Kredit Produktif SME,SME,292500000,19.0,24
DSB0002007,APP0003305,PR0014996,2026-05-21,BR001,AO001,Kredit Payroll,Payroll,148000000,15.5,36
DSB0002008,APP0003310,PR0015016,2025-12-13,BR006,AO024,Kredit Mikro,Mikro,28500000,21.0,24
DSB0002009,APP0003313,PR0015032,2025-07-27,BR003,AO010,Kredit Mikro,Mikro,19000000,21.0,24
DSB0002010,APP0003315,PR0015037,2026-02-26,BR002,AO007,Kredit Payroll,Payroll,145000000,15.5,60
DSB0002011,APP0003318,PR0015042,2026-02-26,BR005,AO018,Kredit Konsumtif,Konsumtif,48000000,18.0,18
DSB0002012,APP0003320,PR0015048,2025-08-18,BR003,AO010,Kredit Payroll,Payroll,48000000,15.5,12
DSB0002013,APP0003321,PR0015057,2025-10-31,BR002,AO008,Kredit Mikro,Mikro,93500000,21.0,12
DSB0002014,APP0003322,PR0015061,2025-12-26,BR001,AO003,Kredit Mikro,Mikro,97500000,21.0,36
DSB0002015,APP0003323,PR0015068,2026-05-14,BR002,AO008,Kredit Payroll,Payroll,74500000,15.5,12
DSB0002016,APP0003325,PR0015075,2025-11-22,BR002,AO007,Kredit Mikro,Mikro,74500000,21.0,12
DSB0002017,APP0003326,PR0015088,2025-10-24,BR003,AO010,Kredit Konsumtif,Konsumtif,116000000,18.0,12
DSB0002018,APP0003327,PR0015091,2025-09-18,BR002,AO006,Kredit Payroll,Payroll,49500000,15.5,24
DSB0002019,APP0003329,PR0015101,2025-08-19,BR007,AO027,Kredit Konsumtif,Konsumtif,29500000,18.0,24
DSB0002020,APP0003331,PR0015106,2026-01-31,BR002,AO007,Kredit Payroll,Payroll,73000000,15.5,36
DSB0002021,APP0003332,PR0015111,2025-10-22,BR002,AO006,Kredit Mikro,Mikro,29500000,21.0,24
DSB0002022,APP0003333,PR0015112,2026-03-01,BR006,AO021,Kredit Produktif SME,SME,484000000,19.0,36
DSB0002023,APP0003337,PR0015126,2025-10-01,BR005,AO018,Kredit Mikro,Mikro,20000000,21.0,18
DSB0002024,APP0003341,PR0015150,2026-05-28,BR002,AO008,Kredit Payroll,Payroll,193000000,15.5,12
DSB0002025,APP0003343,PR0015161,2026-03-20,BR005,AO017,Kredit Payroll,Payroll,146000000,15.5,36
DSB0002026,APP0003345,PR0015168,2025-10-14,BR006,AO021,Kredit Payroll,Payroll,70000000,15.5,36
DSB0002027,APP0003348,PR0015180,2026-01-17,BR007,AO028,Kredit Konsumtif,Konsumtif,96000000,18.0,24
DSB0002028,APP0003349,PR0015187,2025-07-11,BR004,AO015,Kredit Payroll,Payroll,145000000,15.5,48
DSB0002029,APP0003351,PR0015190,2025-07-17,BR007,AO027,Kredit Payroll,Payroll,50000000,15.5,36
DSB0002030,APP0003355,PR0015206,2025-10-20,BR002,AO007,Kredit Konsumtif,Konsumtif,146500000,18.0,36
DSB0002031,APP0003358,PR0015218,2026-04-30,BR001,AO002,Kredit Payroll,Payroll,141500000,15.5,36
DSB0002032,APP0003359,PR0015221,2026-05-21,BR001,AO002,Kredit Payroll,Payroll,195000000,15.5,60
DSB0002033,APP0003365,PR0015255,2026-05-13,BR001,AO001,Kredit Payroll,Payroll,145500000,15.5,24
DSB0002034,APP0003366,PR0015262,2025-11-22,BR006,AO022,Kredit Payroll,Payroll,188000000,15.5,36
DSB0002035,APP0003367,PR0015264,2026-03-21,BR003,AO010,Kredit Konsumtif,Konsumtif,71500000,18.0,36
DSB0002036,APP0003370,PR0015281,2025-12-01,BR001,AO003,Kredit Mikro,Mikro,47500000,21.0,18
DSB0002037,APP0003371,PR0015282,2026-03-01,BR007,AO026,Kredit Konsumtif,Konsumtif,46500000,18.0,12
DSB0002038,APP0003373,PR0015292,2026-02-24,BR003,AO011,Kredit Konsumtif,Konsumtif,124500000,18.0,36
DSB0002039,APP0003375,PR0015298,2026-07-01,BR005,AO020,Kredit Payroll,Payroll,148000000,15.5,12
DSB0002040,APP0003376,PR0015308,2025-09-11,BR001,AO003,Kredit Produktif SME,SME,198000000,19.0,60
DSB0002041,APP0003377,PR0015317,2026-03-01,BR006,AO023,Kredit Konsumtif,Konsumtif,48500000,18.0,12
DSB0002042,APP0003378,PR0015333,2026-05-15,BR002,AO006,Kredit Mikro,Mikro,96000000,21.0,36
DSB0002043,APP0003380,PR0015346,2025-08-31,BR006,AO022,Kredit Payroll,Payroll,47000000,15.5,36
DSB0002044,APP0003382,PR0015355,2025-10-24,BR004,AO014,Kredit Konsumtif,Konsumtif,141500000,18.0,36
DSB0002045,APP0003383,PR0015358,2025-11-27,BR007,AO027,Kredit Konsumtif,Konsumtif,116000000,18.0,12
DSB0002046,APP0003384,PR0015359,2026-05-19,BR005,AO018,Kredit Produktif SME,SME,144000000,19.0,24
DSB0002047,APP0003386,PR0015370,2025-08-20,BR003,AO011,Kredit Mikro,Mikro,27500000,21.0,12
DSB0002048,APP0003387,PR0015375,2026-04-08,BR001,AO002,Kredit Konsumtif,Konsumtif,149500000,18.0,36
DSB0002049,APP0003391,PR0015396,2026-03-31,BR001,AO004,Kredit Konsumtif,Konsumtif,48500000,18.0,36
DSB0002050,APP0003392,PR0015398,2026-06-22,BR004,AO014,Kredit Payroll,Payroll,195500000,15.5,48
DSB0002051,APP0003393,PR0015400,2026-05-27,BR005,AO018,Kredit Payroll,Payroll,94500000,15.5,36
DSB0002052,APP0003394,PR0015414,2026-07-01,BR006,AO021,Kredit Mikro,Mikro,49500000,21.0,12
DSB0002053,APP0003395,PR0015415,2025-10-13,BR006,AO024,Kredit Mikro,Mikro,71000000,21.0,24
DSB0002054,APP0003396,PR0015423,2026-03-15,BR001,AO002,Kredit Mikro,Mikro,18500000,21.0,36
DSB0002055,APP0003397,PR0015426,2026-05-17,BR003,AO009,Kredit Mikro,Mikro,19000000,21.0,12
DSB0002056,APP0003398,PR0015432,2025-07-17,BR001,AO003,Kredit Mikro,Mikro,47500000,21.0,24
DSB0002057,APP0003399,PR0015439,2025-11-13,BR002,AO007,Kredit Konsumtif,Konsumtif,48500000,18.0,12
DSB0002058,APP0003403,PR0015451,2025-11-16,BR001,AO001,Kredit Mikro,Mikro,49500000,21.0,24
DSB0002059,APP0003406,PR0015458,2025-10-01,BR002,AO008,Kredit Produktif SME,SME,142500000,19.0,48
DSB0002060,APP0003407,PR0015461,2026-02-27,BR002,AO006,Kredit Payroll,Payroll,97500000,15.5,48
DSB0002061,APP0003408,PR0015470,2025-09-26,BR005,AO018,Kredit Konsumtif,Konsumtif,93500000,18.0,18
DSB0002062,APP0003409,PR0015481,2025-10-31,BR003,AO011,Kredit Konsumtif,Konsumtif,48000000,18.0,12
DSB0002063,APP0003411,PR0015488,2025-07-19,BR002,AO008,Kredit Konsumtif,Konsumtif,119000000,18.0,24
DSB0002064,APP0003412,PR0015489,2025-12-01,BR003,AO012,Kredit Konsumtif,Konsumtif,148000000,18.0,24
DSB0002065,APP0003414,PR0015492,2025-11-13,BR007,AO027,Kredit Konsumtif,Konsumtif,48000000,18.0,36
DSB0002066,APP0003415,PR0015493,2026-01-28,BR001,AO003,Kredit Payroll,Payroll,192000000,15.5,60
DSB0002067,APP0003416,PR0015497,2026-03-02,BR007,AO027,Kredit Mikro,Mikro,29500000,21.0,24
DSB0002068,APP0003417,PR0015498,2026-06-30,BR003,AO010,Kredit Payroll,Payroll,46000000,15.5,60
DSB0002069,APP0003418,PR0015516,2026-05-27,BR001,AO004,Kredit Payroll,Payroll,72000000,15.5,36
DSB0002070,APP0003420,PR0015520,2026-03-03,BR002,AO006,Kredit Produktif SME,SME,285500000,19.0,12
DSB0002071,APP0003423,PR0015533,2025-07-23,BR007,AO025,Kredit Produktif SME,SME,142000000,19.0,24
DSB0002072,APP0003424,PR0015536,2026-04-16,BR003,AO009,Kredit Produktif SME,SME,145500000,19.0,12
DSB0002073,APP0003427,PR0015543,2025-07-31,BR001,AO004,Kredit Payroll,Payroll,46500000,15.5,60
DSB0002074,APP0003428,PR0015545,2026-01-26,BR007,AO028,Kredit Konsumtif,Konsumtif,48500000,18.0,18
DSB0002075,APP0003433,PR0015562,2025-07-31,BR003,AO009,Kredit Payroll,Payroll,50000000,15.5,24
DSB0002076,APP0003436,PR0015577,2025-10-13,BR004,AO013,Kredit Payroll,Payroll,197000000,15.5,48
DSB0002077,APP0003440,PR0015599,2025-08-13,BR001,AO001,Kredit Produktif SME,SME,188000000,19.0,24
DSB0002078,APP0003441,PR0015603,2026-03-17,BR006,AO022,Kredit Produktif SME,SME,196500000,19.0,12
DSB0002079,APP0003442,PR0015611,2026-04-20,BR002,AO006,Kredit Konsumtif,Konsumtif,93000000,18.0,18
DSB0002080,APP0003443,PR0015612,2026-03-31,BR004,AO014,Kredit Payroll,Payroll,143000000,15.5,48
DSB0002081,APP0003447,PR0015631,2026-01-27,BR005,AO018,Kredit Konsumtif,Konsumtif,124000000,18.0,12
DSB0002082,APP0003448,PR0015640,2026-01-20,BR001,AO004,Kredit Konsumtif,Konsumtif,73000000,18.0,36
DSB0002083,APP0003453,PR0015650,2025-10-29,BR006,AO024,Kredit Konsumtif,Konsumtif,71500000,18.0,36
DSB0002084,APP0003454,PR0015651,2026-03-31,BR005,AO019,Kredit Konsumtif,Konsumtif,70000000,18.0,24
DSB0002085,APP0003455,PR0015659,2026-04-27,BR003,AO011,Kredit Konsumtif,Konsumtif,70500000,18.0,12
DSB0002086,APP0003456,PR0015660,2025-11-15,BR001,AO004,Kredit Mikro,Mikro,94000000,21.0,12
DSB0002087,APP0003457,PR0015672,2026-02-23,BR007,AO027,Kredit Konsumtif,Konsumtif,29000000,18.0,18
DSB0002088,APP0003458,PR0015679,2026-01-13,BR007,AO026,Kredit Konsumtif,Konsumtif,116000000,18.0,18
DSB0002089,APP0003462,PR0015704,2026-05-01,BR003,AO010,Kredit Payroll,Payroll,49000000,15.5,12
