campaign_id,campaign_date,month,branch_id,source,campaign_type,campaign_name,ad_spend
CMP0000239,2025-12-24,2025-12-01,BR003,WhatsApp,Digital,WhatsApp - Dec-2025 - 04,4790000
CMP0000240,2025-12-09,2025-12-01,BR006,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 04,7995000
CMP0000241,2025-12-07,2025-12-01,BR007,WhatsApp,Digital,WhatsApp - Dec-2025 - 01,6865000
CMP0000242,2025-12-15,2025-12-01,BR004,Instagram Ads,Digital,Instagram Ads - Dec-2025 - 03,10110000
CMP0000243,2025-12-15,2025-12-01,BR003,Walk-in,Organic/Branch,Walk-in - Dec-2025 - 03,1150000
CMP0000244,2025-12-01,2025-12-01,BR006,Referral,Organic/Referral,Referral - Dec-2025 - 05,2695000
CMP0000245,2025-12-03,2025-12-01,BR006,Telemarketing,Outbound,Telemarketing - Dec-2025 - 05,2675000
CMP0000246,2025-12-19,2025-12-01,BR005,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 06,13105000
CMP0000247,2025-12-11,2025-12-01,BR005,WhatsApp,Digital,WhatsApp - Dec-2025 - 07,5690000
CMP0000248,2025-12-03,2025-12-01,BR002,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 06,12510000
CMP0000249,2025-12-11,2025-12-01,BR006,Referral,Organic/Referral,Referral - Dec-2025 - 09,2935000
CMP0000250,2025-12-27,2025-12-01,BR003,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 03,19145000
CMP0000251,2025-12-13,2025-12-01,BR007,Telemarketing,Outbound,Telemarketing - Dec-2025 - 04,5710000
CMP0000252,2025-12-16,2025-12-01,BR004,Referral,Organic/Referral,Referral - Dec-2025 - 01,2935000
CMP0000253,2025-12-04,2025-12-01,BR002,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 05,10325000
CMP0000254,2025-12-17,2025-12-01,BR004,Telemarketing,Outbound,Telemarketing - Dec-2025 - 07,5915000
CMP0000255,2025-12-17,2025-12-01,BR003,Telemarketing,Outbound,Telemarketing - Dec-2025 - 04,3815000
CMP0000256,2025-12-04,2025-12-01,BR002,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 08,12640000
CMP0000257,2025-12-13,2025-12-01,BR007,WhatsApp,Digital,WhatsApp - Dec-2025 - 06,9360000
CMP0000258,2025-12-12,2025-12-01,BR004,Instagram Ads,Digital,Instagram Ads - Dec-2025 - 06,5680000
CMP0000259,2025-12-12,2025-12-01,BR006,Instagram Ads,Digital,Instagram Ads - Dec-2025 - 02,6945000
CMP0000260,2025-12-15,2025-12-01,BR005,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 01,12550000
CMP0000261,2025-12-15,2025-12-01,BR001,WhatsApp,Digital,WhatsApp - Dec-2025 - 05,6995000
CMP0000262,2025-12-15,2025-12-01,BR005,Facebook Ads,Digital,Facebook Ads - Dec-2025 - 08,19525000
CMP0000263,2025-12-20,2025-12-01,BR006,Telemarketing,Outbound,Telemarketing - Dec-2025 - 01,5535000
CMP0000264,2025-12-20,2025-12-01,BR003,Referral,Organic/Referral,Referral - Dec-2025 - 04,2735000
CMP0000265,2025-12-14,2025-12-01,BR002,Telemarketing,Outbound,Telemarketing - Dec-2025 - 01,5625000
CMP0000266,2026-01-11,2026-01-01,BR002,Referral,Organic/Referral,Referral - Jan-2026 - 04,1980000
CMP0000267,2026-01-03,2026-01-01,BR001,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 06,20065000
CMP0000268,2026-01-10,2026-01-01,BR005,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 09,14780000
CMP0000269,2026-01-08,2026-01-01,BR004,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 01,13995000
CMP0000270,2026-01-20,2026-01-01,BR001,Referral,Organic/Referral,Referral - Jan-2026 - 06,2520000
CMP0000271,2026-01-09,2026-01-01,BR006,WhatsApp,Digital,WhatsApp - Jan-2026 - 05,8350000
CMP0000272,2026-01-07,2026-01-01,BR003,Referral,Organic/Referral,Referral - Jan-2026 - 02,3405000
CMP0000273,2026-01-08,2026-01-01,BR007,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 07,6680000
CMP0000274,2026-01-13,2026-01-01,BR001,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 03,9825000
CMP0000275,2026-01-15,2026-01-01,BR007,WhatsApp,Digital,WhatsApp - Jan-2026 - 01,7815000
CMP0000276,2026-01-09,2026-01-01,BR004,Referral,Organic/Referral,Referral - Jan-2026 - 03,3860000
CMP0000277,2026-01-05,2026-01-01,BR005,Event,Offline/Event,Event - Jan-2026 - 07,3555000
CMP0000278,2026-01-09,2026-01-01,BR003,WhatsApp,Digital,WhatsApp - Jan-2026 - 06,7490000
CMP0000279,2026-01-07,2026-01-01,BR007,Walk-in,Organic/Branch,Walk-in - Jan-2026 - 05,975000
CMP0000280,2026-01-15,2026-01-01,BR003,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 06,15660000
CMP0000281,2026-01-01,2026-01-01,BR006,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 08,10110000
CMP0000282,2026-01-06,2026-01-01,BR007,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 08,10465000
CMP0000283,2026-01-23,2026-01-01,BR005,Referral,Organic/Referral,Referral - Jan-2026 - 05,1850000
CMP0000284,2026-01-01,2026-01-01,BR002,Walk-in,Organic/Branch,Walk-in - Jan-2026 - 05,985000
CMP0000285,2026-01-08,2026-01-01,BR007,Telemarketing,Outbound,Telemarketing - Jan-2026 - 03,3825000
CMP0000286,2026-01-17,2026-01-01,BR007,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 08,14095000
CMP0000287,2026-01-20,2026-01-01,BR003,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 01,8175000
CMP0000288,2026-01-03,2026-01-01,BR002,Telemarketing,Outbound,Telemarketing - Jan-2026 - 07,4960000
CMP0000289,2026-01-13,2026-01-01,BR003,Walk-in,Organic/Branch,Walk-in - Jan-2026 - 03,895000
CMP0000290,2026-01-11,2026-01-01,BR006,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 02,11665000
CMP0000291,2026-01-21,2026-01-01,BR001,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 07,15450000
CMP0000292,2026-01-11,2026-01-01,BR003,Facebook Ads,Digital,Facebook Ads - Jan-2026 - 07,10115000
CMP0000293,2026-01-09,2026-01-01,BR002,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 06,10020000
CMP0000294,2026-01-10,2026-01-01,BR001,Walk-in,Organic/Branch,Walk-in - Jan-2026 - 02,1755000
CMP0000295,2026-01-11,2026-01-01,BR001,WhatsApp,Digital,WhatsApp - Jan-2026 - 04,8580000
CMP0000296,2026-01-01,2026-01-01,BR007,WhatsApp,Digital,WhatsApp - Jan-2026 - 09,7010000
CMP0000297,2026-01-02,2026-01-01,BR004,Event,Offline/Event,Event - Jan-2026 - 07,6740000
CMP0000298,2026-01-25,2026-01-01,BR001,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 04,7670000
CMP0000299,2026-01-23,2026-01-01,BR003,Event,Offline/Event,Event - Jan-2026 - 08,4135000
CMP0000300,2026-01-04,2026-01-01,BR003,Walk-in,Organic/Branch,Walk-in - Jan-2026 - 03,1715000
CMP0000301,2026-01-15,2026-01-01,BR003,Referral,Organic/Referral,Referral - Jan-2026 - 09,1485000
CMP0000302,2026-01-20,2026-01-01,BR003,Instagram Ads,Digital,Instagram Ads - Jan-2026 - 02,9995000
CMP0000303,2026-01-20,2026-01-01,BR005,WhatsApp,Digital,WhatsApp - Jan-2026 - 06,5210000
CMP0000304,2026-01-27,2026-01-01,BR001,Referral,Organic/Referral,Referral - Jan-2026 - 05,2165000
CMP0000305,2026-01-06,2026-01-01,BR003,WhatsApp,Digital,WhatsApp - Jan-2026 - 06,5925000
CMP0000306,2026-02-19,2026-02-01,BR005,WhatsApp,Digital,WhatsApp - Feb-2026 - 05,8385000
CMP0000307,2026-02-03,2026-02-01,BR005,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 08,1105000
CMP0000308,2026-02-06,2026-02-01,BR001,WhatsApp,Digital,WhatsApp - Feb-2026 - 08,5250000
CMP0000309,2026-02-15,2026-02-01,BR003,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 03,14470000
CMP0000310,2026-02-10,2026-02-01,BR002,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 01,10360000
CMP0000311,2026-02-10,2026-02-01,BR002,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 03,11115000
CMP0000312,2026-02-10,2026-02-01,BR001,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 09,1765000
CMP0000313,2026-02-11,2026-02-01,BR007,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 06,10875000
CMP0000314,2026-02-05,2026-02-01,BR005,WhatsApp,Digital,WhatsApp - Feb-2026 - 03,5265000
CMP0000315,2026-02-10,2026-02-01,BR007,WhatsApp,Digital,WhatsApp - Feb-2026 - 09,5915000
CMP0000316,2026-02-01,2026-02-01,BR002,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 07,12120000
CMP0000317,2026-02-04,2026-02-01,BR003,Telemarketing,Outbound,Telemarketing - Feb-2026 - 07,6375000
CMP0000318,2026-02-18,2026-02-01,BR006,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 09,18855000
CMP0000319,2026-02-12,2026-02-01,BR002,Referral,Organic/Referral,Referral - Feb-2026 - 03,2270000
CMP0000320,2026-02-03,2026-02-01,BR005,Event,Offline/Event,Event - Feb-2026 - 08,3130000
CMP0000321,2026-02-08,2026-02-01,BR001,Event,Offline/Event,Event - Feb-2026 - 01,5970000
CMP0000322,2026-02-01,2026-02-01,BR003,WhatsApp,Digital,WhatsApp - Feb-2026 - 03,4850000
CMP0000323,2026-02-14,2026-02-01,BR007,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 09,1100000
CMP0000324,2026-02-13,2026-02-01,BR004,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 06,5955000
CMP0000325,2026-02-02,2026-02-01,BR002,WhatsApp,Digital,WhatsApp - Feb-2026 - 04,6530000
CMP0000326,2026-02-01,2026-02-01,BR002,Event,Offline/Event,Event - Feb-2026 - 08,4185000
CMP0000327,2026-02-21,2026-02-01,BR002,Referral,Organic/Referral,Referral - Feb-2026 - 04,2430000
CMP0000328,2026-02-24,2026-02-01,BR006,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 04,1220000
CMP0000329,2026-02-22,2026-02-01,BR004,WhatsApp,Digital,WhatsApp - Feb-2026 - 05,4525000
CMP0000330,2026-02-02,2026-02-01,BR001,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 02,15015000
CMP0000331,2026-02-06,2026-02-01,BR007,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 04,9860000
CMP0000332,2026-02-22,2026-02-01,BR002,Event,Offline/Event,Event - Feb-2026 - 08,4465000
CMP0000333,2026-02-03,2026-02-01,BR001,Telemarketing,Outbound,Telemarketing - Feb-2026 - 09,5350000
CMP0000334,2026-02-22,2026-02-01,BR006,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 01,15085000
CMP0000335,2026-02-26,2026-02-01,BR004,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 03,5490000
CMP0000336,2026-02-20,2026-02-01,BR007,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 07,12380000
CMP0000337,2026-02-24,2026-02-01,BR007,Event,Offline/Event,Event - Feb-2026 - 01,4505000
CMP0000338,2026-02-13,2026-02-01,BR004,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 07,730000
CMP0000339,2026-02-23,2026-02-01,BR002,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 09,1330000
CMP0000340,2026-02-01,2026-02-01,BR002,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 01,15985000
CMP0000341,2026-02-03,2026-02-01,BR006,WhatsApp,Digital,WhatsApp - Feb-2026 - 05,9545000
CMP0000342,2026-02-25,2026-02-01,BR006,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 03,14020000
CMP0000343,2026-02-16,2026-02-01,BR001,Telemarketing,Outbound,Telemarketing - Feb-2026 - 07,4270000
CMP0000344,2026-02-22,2026-02-01,BR004,Walk-in,Organic/Branch,Walk-in - Feb-2026 - 08,1190000
CMP0000345,2026-02-25,2026-02-01,BR007,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 09,12875000
CMP0000346,2026-02-01,2026-02-01,BR004,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 09,18565000
CMP0000347,2026-02-28,2026-02-01,BR006,Instagram Ads,Digital,Instagram Ads - Feb-2026 - 08,14090000
CMP0000348,2026-02-03,2026-02-01,BR003,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 02,10195000
CMP0000349,2026-02-18,2026-02-01,BR004,Telemarketing,Outbound,Telemarketing - Feb-2026 - 05,3660000
CMP0000350,2026-02-19,2026-02-01,BR007,Facebook Ads,Digital,Facebook Ads - Feb-2026 - 05,8480000
CMP0000351,2026-02-18,2026-02-01,BR003,Referral,Organic/Referral,Referral - Feb-2026 - 02,2405000
CMP0000352,2026-02-14,2026-02-01,BR006,WhatsApp,Digital,WhatsApp - Feb-2026 - 08,5280000
CMP0000353,2026-02-24,2026-02-01,BR001,Telemarketing,Outbound,Telemarketing - Feb-2026 - 01,2860000
CMP0000354,2026-03-17,2026-03-01,BR005,Walk-in,Organic/Branch,Walk-in - Mar-2026 - 06,1325000
CMP0000355,2026-03-23,2026-03-01,BR004,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 07,15555000
CMP0000356,2026-03-14,2026-03-01,BR002,Instagram Ads,Digital,Instagram Ads - Mar-2026 - 06,10645000
CMP0000357,2026-03-20,2026-03-01,BR003,Event,Offline/Event,Event - Mar-2026 - 04,3660000
CMP0000358,2026-03-07,2026-03-01,BR001,WhatsApp,Digital,WhatsApp - Mar-2026 - 08,7105000
CMP0000359,2026-03-16,2026-03-01,BR005,Telemarketing,Outbound,Telemarketing - Mar-2026 - 03,4300000
CMP0000360,2026-03-22,2026-03-01,BR002,Telemarketing,Outbound,Telemarketing - Mar-2026 - 08,5335000
CMP0000361,2026-03-01,2026-03-01,BR002,WhatsApp,Digital,WhatsApp - Mar-2026 - 05,4620000
CMP0000362,2026-03-09,2026-03-01,BR007,Instagram Ads,Digital,Instagram Ads - Mar-2026 - 09,11595000
CMP0000363,2026-03-05,2026-03-01,BR002,WhatsApp,Digital,WhatsApp - Mar-2026 - 04,4260000
CMP0000364,2026-03-02,2026-03-01,BR007,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 08,17620000
CMP0000365,2026-03-04,2026-03-01,BR004,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 01,9250000
CMP0000366,2026-03-27,2026-03-01,BR006,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 06,14825000
CMP0000367,2026-03-18,2026-03-01,BR004,Instagram Ads,Digital,Instagram Ads - Mar-2026 - 05,11095000
CMP0000368,2026-03-01,2026-03-01,BR007,Event,Offline/Event,Event - Mar-2026 - 03,3505000
CMP0000369,2026-03-16,2026-03-01,BR001,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 07,15990000
CMP0000370,2026-03-27,2026-03-01,BR004,Walk-in,Organic/Branch,Walk-in - Mar-2026 - 02,660000
CMP0000371,2026-03-09,2026-03-01,BR001,Event,Offline/Event,Event - Mar-2026 - 05,4565000
CMP0000372,2026-03-22,2026-03-01,BR007,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 03,13835000
CMP0000373,2026-03-08,2026-03-01,BR002,Referral,Organic/Referral,Referral - Mar-2026 - 09,3240000
CMP0000374,2026-03-19,2026-03-01,BR002,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 09,9095000
CMP0000375,2026-03-22,2026-03-01,BR002,WhatsApp,Digital,WhatsApp - Mar-2026 - 07,7535000
CMP0000376,2026-03-08,2026-03-01,BR004,Instagram Ads,Digital,Instagram Ads - Mar-2026 - 06,5935000
CMP0000377,2026-03-22,2026-03-01,BR002,Telemarketing,Outbound,Telemarketing - Mar-2026 - 01,3160000
CMP0000378,2026-03-13,2026-03-01,BR001,WhatsApp,Digital,WhatsApp - Mar-2026 - 04,4450000
CMP0000379,2026-03-23,2026-03-01,BR007,Telemarketing,Outbound,Telemarketing - Mar-2026 - 08,4200000
CMP0000380,2026-03-06,2026-03-01,BR001,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 05,11165000
CMP0000381,2026-03-11,2026-03-01,BR001,WhatsApp,Digital,WhatsApp - Mar-2026 - 03,3365000
CMP0000382,2026-03-22,2026-03-01,BR005,Walk-in,Organic/Branch,Walk-in - Mar-2026 - 03,1085000
CMP0000383,2026-03-26,2026-03-01,BR006,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 04,13250000
CMP0000384,2026-03-20,2026-03-01,BR006,Referral,Organic/Referral,Referral - Mar-2026 - 04,2595000
CMP0000385,2026-03-21,2026-03-01,BR001,Instagram Ads,Digital,Instagram Ads - Mar-2026 - 08,12540000
CMP0000386,2026-03-14,2026-03-01,BR002,Walk-in,Organic/Branch,Walk-in - Mar-2026 - 02,1330000
CMP0000387,2026-03-15,2026-03-01,BR002,Event,Offline/Event,Event - Mar-2026 - 07,3955000
CMP0000388,2026-03-24,2026-03-01,BR002,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 05,11780000
CMP0000389,2026-03-03,2026-03-01,BR006,Walk-in,Organic/Branch,Walk-in - Mar-2026 - 02,1080000
CMP0000390,2026-03-15,2026-03-01,BR005,WhatsApp,Digital,WhatsApp - Mar-2026 - 01,4705000
CMP0000391,2026-03-01,2026-03-01,BR006,WhatsApp,Digital,WhatsApp - Mar-2026 - 08,4080000
CMP0000392,2026-03-19,2026-03-01,BR002,Facebook Ads,Digital,Facebook Ads - Mar-2026 - 07,10435000
CMP0000393,2026-03-18,2026-03-01,BR001,WhatsApp,Digital,WhatsApp - Mar-2026 - 09,4925000
CMP0000394,2026-03-18,2026-03-01,BR001,WhatsApp,Digital,WhatsApp - Mar-2026 - 06,6745000
CMP0000395,2026-04-21,2026-04-01,BR004,Referral,Organic/Referral,Referral - Apr-2026 - 05,2485000
CMP0000396,2026-04-19,2026-04-01,BR006,Walk-in,Organic/Branch,Walk-in - Apr-2026 - 08,1375000
CMP0000397,2026-04-10,2026-04-01,BR004,Referral,Organic/Referral,Referral - Apr-2026 - 06,2940000
CMP0000398,2026-04-07,2026-04-01,BR005,Event,Offline/Event,Event - Apr-2026 - 07,4040000
CMP0000399,2026-04-28,2026-04-01,BR005,WhatsApp,Digital,WhatsApp - Apr-2026 - 08,6500000
CMP0000400,2026-04-05,2026-04-01,BR005,Referral,Organic/Referral,Referral - Apr-2026 - 08,1575000
CMP0000401,2026-04-08,2026-04-01,BR007,Walk-in,Organic/Branch,Walk-in - Apr-2026 - 01,1050000
CMP0000402,2026-04-04,2026-04-01,BR006,Referral,Organic/Referral,Referral - Apr-2026 - 08,3125000
CMP0000403,2026-04-05,2026-04-01,BR007,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 07,15445000
CMP0000404,2026-04-12,2026-04-01,BR002,WhatsApp,Digital,WhatsApp - Apr-2026 - 07,5735000
CMP0000405,2026-04-16,2026-04-01,BR002,Walk-in,Organic/Branch,Walk-in - Apr-2026 - 05,1260000
CMP0000406,2026-04-21,2026-04-01,BR006,Event,Offline/Event,Event - Apr-2026 - 03,4675000
CMP0000407,2026-04-11,2026-04-01,BR005,Event,Offline/Event,Event - Apr-2026 - 01,3320000
CMP0000408,2026-04-20,2026-04-01,BR006,Event,Offline/Event,Event - Apr-2026 - 05,4090000
CMP0000409,2026-04-21,2026-04-01,BR007,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 09,9245000
CMP0000410,2026-04-10,2026-04-01,BR003,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 04,14515000
CMP0000411,2026-04-17,2026-04-01,BR005,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 01,16275000
CMP0000412,2026-04-06,2026-04-01,BR002,Referral,Organic/Referral,Referral - Apr-2026 - 07,1820000
CMP0000413,2026-04-19,2026-04-01,BR007,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 09,16245000
CMP0000414,2026-04-12,2026-04-01,BR005,Referral,Organic/Referral,Referral - Apr-2026 - 04,1350000
CMP0000415,2026-04-09,2026-04-01,BR007,Referral,Organic/Referral,Referral - Apr-2026 - 03,2505000
CMP0000416,2026-04-16,2026-04-01,BR006,Walk-in,Organic/Branch,Walk-in - Apr-2026 - 04,1190000
CMP0000417,2026-04-16,2026-04-01,BR004,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 05,5270000
CMP0000418,2026-04-10,2026-04-01,BR004,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 04,9240000
CMP0000419,2026-04-08,2026-04-01,BR005,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 08,4610000
CMP0000420,2026-04-18,2026-04-01,BR002,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 09,9060000
CMP0000421,2026-04-23,2026-04-01,BR006,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 07,13470000
CMP0000422,2026-04-11,2026-04-01,BR005,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 09,10280000
CMP0000423,2026-04-27,2026-04-01,BR001,Referral,Organic/Referral,Referral - Apr-2026 - 07,1880000
CMP0000424,2026-04-06,2026-04-01,BR006,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 01,16315000
CMP0000425,2026-04-25,2026-04-01,BR006,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 03,6745000
CMP0000426,2026-04-06,2026-04-01,BR007,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 09,6410000
CMP0000427,2026-04-12,2026-04-01,BR003,Telemarketing,Outbound,Telemarketing - Apr-2026 - 03,3515000
CMP0000428,2026-04-08,2026-04-01,BR004,Walk-in,Organic/Branch,Walk-in - Apr-2026 - 03,710000
CMP0000429,2026-04-06,2026-04-01,BR004,Walk-in,Organic/Branch,Walk-in - Apr-2026 - 03,710000
CMP0000430,2026-04-15,2026-04-01,BR001,WhatsApp,Digital,WhatsApp - Apr-2026 - 05,6720000
CMP0000431,2026-04-25,2026-04-01,BR004,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 06,7480000
CMP0000432,2026-04-24,2026-04-01,BR006,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 04,8090000
CMP0000433,2026-04-06,2026-04-01,BR005,Telemarketing,Outbound,Telemarketing - Apr-2026 - 07,4280000
CMP0000434,2026-04-09,2026-04-01,BR007,Referral,Organic/Referral,Referral - Apr-2026 - 07,3100000
CMP0000435,2026-04-28,2026-04-01,BR003,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 01,11475000
CMP0000436,2026-04-01,2026-04-01,BR007,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 06,9395000
CMP0000437,2026-04-04,2026-04-01,BR006,Event,Offline/Event,Event - Apr-2026 - 01,5980000
CMP0000438,2026-04-25,2026-04-01,BR006,Instagram Ads,Digital,Instagram Ads - Apr-2026 - 04,9890000
CMP0000439,2026-04-28,2026-04-01,BR005,WhatsApp,Digital,WhatsApp - Apr-2026 - 06,3510000
CMP0000440,2026-04-14,2026-04-01,BR001,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 09,11885000
CMP0000441,2026-04-24,2026-04-01,BR007,WhatsApp,Digital,WhatsApp - Apr-2026 - 05,4815000
CMP0000442,2026-04-13,2026-04-01,BR001,Facebook Ads,Digital,Facebook Ads - Apr-2026 - 08,8640000
CMP0000443,2026-05-24,2026-05-01,BR003,Facebook Ads,Digital,Facebook Ads - May-2026 - 01,10375000
CMP0000444,2026-05-23,2026-05-01,BR003,Walk-in,Organic/Branch,Walk-in - May-2026 - 01,1245000
CMP0000445,2026-05-25,2026-05-01,BR005,Instagram Ads,Digital,Instagram Ads - May-2026 - 05,8345000
CMP0000446,2026-05-13,2026-05-01,BR002,Referral,Organic/Referral,Referral - May-2026 - 03,3130000
CMP0000447,2026-05-28,2026-05-01,BR003,Walk-in,Organic/Branch,Walk-in - May-2026 - 05,1210000
CMP0000448,2026-05-08,2026-05-01,BR005,Instagram Ads,Digital,Instagram Ads - May-2026 - 04,5075000
CMP0000449,2026-05-26,2026-05-01,BR003,Instagram Ads,Digital,Instagram Ads - May-2026 - 04,6255000
CMP0000450,2026-05-27,2026-05-01,BR003,Walk-in,Organic/Branch,Walk-in - May-2026 - 01,1665000
CMP0000451,2026-05-23,2026-05-01,BR004,Telemarketing,Outbound,Telemarketing - May-2026 - 03,2680000
CMP0000452,2026-05-10,2026-05-01,BR005,WhatsApp,Digital,WhatsApp - May-2026 - 05,5835000
CMP0000453,2026-05-03,2026-05-01,BR003,Facebook Ads,Digital,Facebook Ads - May-2026 - 05,8470000
CMP0000454,2026-05-21,2026-05-01,BR002,WhatsApp,Digital,WhatsApp - May-2026 - 04,4865000
CMP0000455,2026-05-26,2026-05-01,BR004,Instagram Ads,Digital,Instagram Ads - May-2026 - 03,5990000
CMP0000456,2026-05-09,2026-05-01,BR004,Event,Offline/Event,Event - May-2026 - 01,5055000
CMP0000457,2026-05-15,2026-05-01,BR006,Referral,Organic/Referral,Referral - May-2026 - 03,3130000
CMP0000458,2026-05-25,2026-05-01,BR003,Telemarketing,Outbound,Telemarketing - May-2026 - 08,4430000
CMP0000459,2026-05-24,2026-05-01,BR006,Facebook Ads,Digital,Facebook Ads - May-2026 - 07,14785000
CMP0000460,2026-05-24,2026-05-01,BR004,Facebook Ads,Digital,Facebook Ads - May-2026 - 03,16640000
CMP0000461,2026-05-18,2026-05-01,BR005,Facebook Ads,Digital,Facebook Ads - May-2026 - 01,12400000
CMP0000462,2026-05-09,2026-05-01,BR002,Facebook Ads,Digital,Facebook Ads - May-2026 - 04,13525000
CMP0000463,2026-05-11,2026-05-01,BR004,Event,Offline/Event,Event - May-2026 - 07,4345000
CMP0000464,2026-05-07,2026-05-01,BR003,Telemarketing,Outbound,Telemarketing - May-2026 - 07,4045000
CMP0000465,2026-05-22,2026-05-01,BR006,Telemarketing,Outbound,Telemarketing - May-2026 - 04,4930000
CMP0000466,2026-05-22,2026-05-01,BR005,Facebook Ads,Digital,Facebook Ads - May-2026 - 03,11450000
CMP0000467,2026-05-09,2026-05-01,BR001,Facebook Ads,Digital,Facebook Ads - May-2026 - 02,9530000
CMP0000468,2026-05-21,2026-05-01,BR007,Walk-in,Organic/Branch,Walk-in - May-2026 - 01,730000
CMP0000469,2026-05-05,2026-05-01,BR004,Event,Offline/Event,Event - May-2026 - 01,3820000
CMP0000470,2026-05-26,2026-05-01,BR005,Telemarketing,Outbound,Telemarketing - May-2026 - 08,6345000
CMP0000471,2026-05-21,2026-05-01,BR007,Event,Offline/Event,Event - May-2026 - 03,4990000
CMP0000472,2026-05-14,2026-05-01,BR004,Referral,Organic/Referral,Referral - May-2026 - 08,1965000
CMP0000473,2026-05-06,2026-05-01,BR002,Referral,Organic/Referral,Referral - May-2026 - 08,3040000
CMP0000474,2026-05-20,2026-05-01,BR001,Instagram Ads,Digital,Instagram Ads - May-2026 - 03,8070000
CMP0000475,2026-05-15,2026-05-01,BR002,WhatsApp,Digital,WhatsApp - May-2026 - 06,7945000
CMP0000476,2026-05-02,2026-05-01,BR002,WhatsApp,Digital,WhatsApp - May-2026 - 06,3710000
CMP0000477,2026-05-18,2026-05-01,BR006,Facebook Ads,Digital,Facebook Ads - May-2026 - 08,7155000
CMP0000478,2026-05-05,2026-05-01,BR002,Referral,Organic/Referral,Referral - May-2026 - 06,2790000
