application_id,prospect_id,application_date,decision_date,ao_id,branch_id,product,segment,requested_amount,monthly_income,tenor_months,application_status,processing_days
APP0002717,PR0012267,2026-01-29,2026-01-30,AO006,BR002,Kredit Mikro,Mikro,30000000,6401904,12,Approved,1
APP0002718,PR0012277,2026-01-29,2026-01-30,AO001,BR001,Kredit Produktif SME,SME,200000000,18829586,60,Approved,1
APP0002719,PR0012284,2025-12-20,2025-12-22,AO024,BR006,Kredit Mikro,Mikro,75000000,6265440,36,Rejected,2
APP0002720,PR0012286,2026-04-04,2026-04-06,AO022,BR006,Kredit Konsumtif,Konsumtif,75000000,4828384,36,Approved,2
APP0002721,PR0012289,2026-03-29,2026-03-30,AO005,BR002,Kredit Mikro,Mikro,20000000,5008021,24,Rejected,1
APP0002722,PR0012296,2025-12-16,2025-12-17,AO012,BR003,Kredit Mikro,Mikro,20000000,8343842,18,Approved,1
APP0002723,PR0012299,2025-11-04,2025-11-07,AO009,BR003,Kredit Konsumtif,Konsumtif,30000000,6707150,36,Rejected,3
APP0002724,PR0012300,2026-04-13,2026-04-14,AO014,BR004,Kredit Mikro,Mikro,30000000,4195936,24,Rejected,1
APP0002725,PR0012301,2026-04-20,2026-04-23,AO012,BR003,Kredit Konsumtif,Konsumtif,75000000,6657794,36,Approved,3
APP0002726,PR0012311,2025-10-13,2025-10-16,AO007,BR002,Kredit Mikro,Mikro,20000000,6826892,24,Approved,3
APP0002727,PR0012319,2025-07-06,2025-07-08,AO018,BR005,Kredit Mikro,Mikro,50000000,6442869,12,Rejected,2
APP0002728,PR0012327,2025-07-17,2025-07-18,AO006,BR002,Kredit Produktif SME,SME,1000000000,15562481,36,Rejected,1
APP0002729,PR0012329,2026-06-15,2026-06-19,AO007,BR002,Kredit Payroll,Payroll,100000000,7813796,48,Approved,4
APP0002730,PR0012331,2026-03-23,2026-03-25,AO009,BR003,Kredit Produktif SME,SME,500000000,19370726,12,Approved,2
APP0002731,PR0012333,2026-03-04,2026-03-06,AO022,BR006,Kredit Payroll,Payroll,200000000,7775258,36,Rejected,2
APP0002732,PR0012341,2026-03-08,2026-03-11,AO004,BR001,Kredit Konsumtif,Konsumtif,30000000,5507461,36,Approved,3
APP0002733,PR0012350,2026-04-23,2026-04-26,AO003,BR001,Kredit Payroll,Payroll,50000000,8188691,60,Cancelled,3
APP0002734,PR0012355,2025-07-29,2025-07-30,AO011,BR003,Kredit Mikro,Mikro,20000000,4301622,12,Approved,1
APP0002735,PR0012357,2026-03-18,2026-03-23,AO010,BR003,Kredit Konsumtif,Konsumtif,30000000,6720968,24,Approved,5
APP0002736,PR0012360,2026-03-29,2026-03-30,AO011,BR003,Kredit Konsumtif,Konsumtif,30000000,6788931,36,Approved,1
APP0002737,PR0012371,2026-06-29,2026-06-30,AO010,BR003,Kredit Konsumtif,Konsumtif,75000000,7241952,24,Cancelled,1
APP0002738,PR0012372,2026-05-18,2026-05-20,AO013,BR004,Kredit Produktif SME,SME,100000000,11030123,60,Approved,2
APP0002739,PR0012377,2025-10-21,2025-10-23,AO016,BR004,Kredit Konsumtif,Konsumtif,30000000,7833230,24,Rejected,2
APP0002740,PR0012380,2025-07-14,2025-07-17,AO001,BR001,Kredit Konsumtif,Konsumtif,125000000,4296296,12,Approved,3
APP0002741,PR0012381,2025-08-11,2025-08-15,AO007,BR002,Kredit Payroll,Payroll,75000000,5362780,48,Approved,4
APP0002742,PR0012382,2026-01-05,2026-01-15,AO001,BR001,Kredit Konsumtif,Konsumtif,100000000,3686312,36,Approved,10
APP0002743,PR0012387,2026-06-23,2026-06-30,AO003,BR001,Kredit Konsumtif,Konsumtif,150000000,5297927,24,Approved,7
APP0002744,PR0012397,2026-05-11,2026-05-12,AO010,BR003,Kredit Konsumtif,Konsumtif,50000000,5256966,12,Approved,1
APP0002745,PR0012402,2025-12-11,2025-12-14,AO012,BR003,Kredit Mikro,Mikro,75000000,6013715,24,Approved,3
APP0002746,PR0012405,2026-04-24,2026-04-26,AO021,BR006,Kredit Mikro,Mikro,30000000,4968886,24,Approved,2
APP0002747,PR0012407,2025-11-07,2025-11-08,AO015,BR004,Kredit Konsumtif,Konsumtif,100000000,8218896,24,Cancelled,1
APP0002748,PR0012411,2026-02-23,2026-02-28,AO023,BR006,Kredit Mikro,Mikro,30000000,7648723,12,Approved,5
APP0002749,PR0012415,2026-05-25,2026-05-28,AO017,BR005,Kredit Mikro,Mikro,50000000,5302544,18,Cancelled,3
APP0002750,PR0012416,2026-03-21,2026-03-26,AO007,BR002,Kredit Produktif SME,SME,300000000,22267533,48,Approved,5
APP0002751,PR0012423,2025-07-26,2025-07-28,AO028,BR007,Kredit Payroll,Payroll,100000000,8072927,24,Rejected,2
APP0002752,PR0012424,2026-06-12,2026-06-15,AO001,BR001,Kredit Mikro,Mikro,100000000,5310913,24,Approved,3
APP0002753,PR0012427,2026-06-21,2026-06-23,AO028,BR007,Kredit Payroll,Payroll,150000000,10648752,12,Cancelled,2
APP0002754,PR0012428,2025-11-29,2025-11-30,AO007,BR002,Kredit Produktif SME,SME,100000000,12900533,36,Approved,1
APP0002755,PR0012429,2026-01-29,2026-01-30,AO024,BR006,Kredit Payroll,Payroll,50000000,9183967,60,Approved,1
APP0002756,PR0012431,2025-07-24,2025-07-27,AO004,BR001,Kredit Payroll,Payroll,200000000,11162515,36,Approved,3
APP0002757,PR0012436,2026-03-20,2026-03-21,AO004,BR001,Kredit Konsumtif,Konsumtif,75000000,9949127,18,Approved,1
APP0002758,PR0012442,2025-08-12,2025-08-17,AO004,BR001,Kredit Produktif SME,SME,100000000,13305250,36,Rejected,5
APP0002759,PR0012443,2025-12-12,2025-12-13,AO017,BR005,Kredit Produktif SME,SME,1000000000,24937276,12,Cancelled,1
APP0002760,PR0012446,2025-09-26,2025-09-30,AO004,BR001,Kredit Konsumtif,Konsumtif,30000000,8296996,36,Cancelled,4
APP0002761,PR0012450,2025-10-21,2025-10-29,AO014,BR004,Kredit Payroll,Payroll,150000000,4956449,12,Approved,8
APP0002762,PR0012452,2025-10-29,2025-10-30,AO023,BR006,Kredit Mikro,Mikro,20000000,6223017,36,Cancelled,1
APP0002763,PR0012457,2026-01-06,2026-01-14,AO026,BR007,Kredit Konsumtif,Konsumtif,50000000,8705929,36,Rejected,8
APP0002764,PR0012459,2026-01-29,2026-01-30,AO025,BR007,Kredit Konsumtif,Konsumtif,75000000,7244829,24,Approved,1
APP0002765,PR0012461,2025-10-09,2025-10-15,AO022,BR006,Kredit Payroll,Payroll,75000000,7757655,12,Cancelled,6
APP0002766,PR0012462,2026-02-22,2026-02-27,AO013,BR004,Kredit Payroll,Payroll,100000000,7017380,24,Approved,5
APP0002767,PR0012466,2026-04-09,2026-04-14,AO001,BR001,Kredit Konsumtif,Konsumtif,150000000,4204535,36,Cancelled,5
APP0002768,PR0012467,2025-11-04,2025-11-07,AO018,BR005,Kredit Payroll,Payroll,50000000,9825305,24,Approved,3
APP0002769,PR0012483,2026-06-15,2026-06-17,AO014,BR004,Kredit Konsumtif,Konsumtif,150000000,8944692,12,Rejected,2
APP0002770,PR0012484,2026-02-23,2026-02-25,AO012,BR003,Kredit Payroll,Payroll,100000000,12004538,24,Approved,2
APP0002771,PR0012488,2026-06-29,2026-06-30,AO005,BR002,Kredit Produktif SME,SME,200000000,11123248,48,Rejected,1
APP0002772,PR0012502,2026-06-07,2026-06-08,AO022,BR006,Kredit Konsumtif,Konsumtif,50000000,5511656,36,Approved,1
APP0002773,PR0012508,2025-11-12,2025-11-18,AO002,BR001,Kredit Payroll,Payroll,75000000,5838699,60,Approved,6
APP0002774,PR0012514,2026-04-09,2026-04-17,AO020,BR005,Kredit Payroll,Payroll,100000000,6909436,48,Approved,8
APP0002775,PR0012520,2025-08-20,2025-08-21,AO011,BR003,Kredit Konsumtif,Konsumtif,150000000,5555996,24,Approved,1
APP0002776,PR0012528,2026-06-06,2026-06-10,AO003,BR001,Kredit Konsumtif,Konsumtif,50000000,8543033,18,Approved,4
APP0002777,PR0012529,2025-09-11,2025-09-12,AO023,BR006,Kredit Mikro,Mikro,75000000,6139027,36,Rejected,1
APP0002778,PR0012534,2025-08-19,2025-08-22,AO010,BR003,Kredit Konsumtif,Konsumtif,100000000,7381022,24,Approved,3
APP0002779,PR0012546,2025-08-19,2025-08-24,AO001,BR001,Kredit Payroll,Payroll,150000000,6224122,36,Approved,5
APP0002780,PR0012549,2025-08-15,2025-08-20,AO009,BR003,Kredit Payroll,Payroll,150000000,11464868,24,Approved,5
APP0002781,PR0012551,2026-01-29,2026-01-30,AO011,BR003,Kredit Payroll,Payroll,200000000,11688447,36,Approved,1
APP0002782,PR0012573,2025-07-05,2025-07-13,AO018,BR005,Kredit Produktif SME,SME,100000000,42691984,36,Approved,8
APP0002783,PR0012577,2025-08-20,2025-08-26,AO001,BR001,Kredit Payroll,Payroll,75000000,10994338,60,Approved,6
APP0002784,PR0012587,2025-10-05,2025-10-09,AO014,BR004,Kredit Mikro,Mikro,75000000,3090147,12,Rejected,4
APP0002785,PR0012588,2025-11-21,2025-11-24,AO006,BR002,Kredit Konsumtif,Konsumtif,100000000,6049413,12,Cancelled,3
APP0002786,PR0012591,2026-02-14,2026-02-18,AO002,BR001,Kredit Konsumtif,Konsumtif,30000000,7092197,24,Approved,4
APP0002787,PR0012592,2025-08-23,2025-08-28,AO002,BR001,Kredit Konsumtif,Konsumtif,30000000,8371244,18,Approved,5
APP0002788,PR0012597,2025-12-21,2025-12-25,AO002,BR001,Kredit Produktif SME,SME,150000000,7632559,12,Approved,4
APP0002789,PR0012598,2025-08-07,2025-08-13,AO004,BR001,Kredit Konsumtif,Konsumtif,125000000,6049893,36,Rejected,6
APP0002790,PR0012601,2025-07-26,2025-07-27,AO002,BR001,Kredit Mikro,Mikro,20000000,10259488,24,Rejected,1
APP0002791,PR0012605,2025-08-24,2025-08-27,AO006,BR002,Kredit Mikro,Mikro,30000000,3453060,36,Approved,3
APP0002792,PR0012616,2025-08-08,2025-08-15,AO003,BR001,Kredit Mikro,Mikro,20000000,5073232,36,Approved,7
APP0002793,PR0012623,2026-02-13,2026-02-19,AO007,BR002,Kredit Konsumtif,Konsumtif,30000000,9136102,12,Approved,6
APP0002794,PR0012625,2025-07-06,2025-07-07,AO025,BR007,Kredit Produktif SME,SME,100000000,14442358,24,Rejected,1
APP0002795,PR0012626,2026-06-01,2026-06-10,AO017,BR005,Kredit Produktif SME,SME,750000000,24242618,48,Approved,9
APP0002796,PR0012628,2026-01-12,2026-01-17,AO008,BR002,Kredit Payroll,Payroll,100000000,7986814,60,Cancelled,5
APP0002797,PR0012631,2026-05-22,2026-05-23,AO012,BR003,Kredit Payroll,Payroll,100000000,5400048,48,Rejected,1
APP0002798,PR0012640,2026-04-12,2026-04-20,AO021,BR006,Kredit Payroll,Payroll,200000000,7784386,36,Approved,8
APP0002799,PR0012650,2025-10-26,2025-10-30,AO007,BR002,Kredit Konsumtif,Konsumtif,30000000,3844660,36,Rejected,4
APP0002800,PR0012661,2026-02-26,2026-03-01,AO020,BR005,Kredit Konsumtif,Konsumtif,125000000,7577253,36,Approved,3
APP0002801,PR0012664,2025-10-21,2025-10-29,AO008,BR002,Kredit Payroll,Payroll,150000000,10109869,24,Approved,8
APP0002802,PR0012666,2025-09-28,2025-09-29,AO025,BR007,Kredit Produktif SME,SME,500000000,11373671,12,Approved,1
APP0002803,PR0012679,2025-09-28,2025-09-30,AO005,BR002,Kredit Produktif SME,SME,300000000,19504906,60,Approved,2
APP0002804,PR0012684,2026-02-28,2026-03-02,AO010,BR003,Kredit Payroll,Payroll,50000000,9897661,24,Approved,2
APP0002805,PR0012686,2025-12-21,2025-12-22,AO016,BR004,Kredit Konsumtif,Konsumtif,100000000,5236120,12,Approved,1
APP0002806,PR0012696,2025-11-06,2025-11-10,AO026,BR007,Kredit Mikro,Mikro,100000000,5062813,12,Cancelled,4
APP0002807,PR0012699,2025-10-09,2025-10-13,AO026,BR007,Kredit Mikro,Mikro,20000000,5022005,12,Cancelled,4
APP0002808,PR0012700,2026-02-23,2026-02-25,AO003,BR001,Kredit Payroll,Payroll,150000000,10885491,12,Approved,2
APP0002809,PR0012703,2026-02-08,2026-02-16,AO003,BR001,Kredit Mikro,Mikro,75000000,7243119,36,Approved,8
APP0002810,PR0012714,2025-12-24,2025-12-30,AO024,BR006,Kredit Payroll,Payroll,200000000,5671686,60,Approved,6
APP0002811,PR0012720,2026-06-11,2026-06-12,AO023,BR006,Kredit Konsumtif,Konsumtif,30000000,9469710,36,Rejected,1
APP0002812,PR0012723,2026-05-11,2026-05-15,AO018,BR005,Kredit Konsumtif,Konsumtif,75000000,5223103,36,Approved,4
APP0002813,PR0012726,2026-01-18,2026-01-22,AO011,BR003,Kredit Payroll,Payroll,50000000,11266812,24,Approved,4
APP0002814,PR0012728,2025-12-24,2025-12-30,AO017,BR005,Kredit Payroll,Payroll,50000000,8493426,36,Approved,6
APP0002815,PR0012738,2025-12-08,2025-12-11,AO003,BR001,Kredit Payroll,Payroll,100000000,7990324,60,Approved,3
APP0002816,PR0012741,2026-01-08,2026-01-11,AO007,BR002,Kredit Konsumtif,Konsumtif,30000000,8837045,36,Approved,3
APP0002817,PR0012743,2026-05-07,2026-05-09,AO012,BR003,Kredit Mikro,Mikro,30000000,5026534,36,Approved,2
APP0002818,PR0012744,2025-09-20,2025-09-21,AO002,BR001,Kredit Konsumtif,Konsumtif,150000000,5315223,36,Approved,1
APP0002819,PR0012745,2026-02-23,2026-03-02,AO018,BR005,Kredit Konsumtif,Konsumtif,50000000,3500000,12,Rejected,7
APP0002820,PR0012748,2025-08-10,2025-08-13,AO017,BR005,Kredit Payroll,Payroll,75000000,6641324,24,Approved,3
APP0002821,PR0012754,2025-10-12,2025-10-20,AO006,BR002,Kredit Konsumtif,Konsumtif,125000000,7160255,18,Approved,8
APP0002822,PR0012772,2025-09-26,2025-09-30,AO028,BR007,Kredit Mikro,Mikro,50000000,7665320,24,Approved,4
APP0002823,PR0012778,2026-04-07,2026-04-14,AO013,BR004,Kredit Produktif SME,SME,500000000,8582044,60,Approved,7
APP0002824,PR0012794,2025-11-25,2025-11-26,AO015,BR004,Kredit Mikro,Mikro,30000000,2500000,36,Rejected,1
APP0002825,PR0012809,2026-06-11,2026-06-15,AO010,BR003,Kredit Produktif SME,SME,500000000,29589542,60,Cancelled,4
APP0002826,PR0012810,2025-11-02,2025-11-07,AO003,BR001,Kredit Mikro,Mikro,75000000,3990270,36,Approved,5
APP0002827,PR0012815,2026-03-17,2026-03-19,AO006,BR002,Kredit Produktif SME,SME,1000000000,7000000,24,Approved,2
APP0002828,PR0012819,2025-07-12,2025-07-19,AO006,BR002,Kredit Konsumtif,Konsumtif,50000000,8499008,18,Rejected,7
APP0002829,PR0012823,2026-02-08,2026-02-17,AO006,BR002,Kredit Produktif SME,SME,750000000,22784041,60,Approved,9
APP0002830,PR0012829,2025-08-16,2025-08-23,AO001,BR001,Kredit Konsumtif,Konsumtif,125000000,4130254,36,Rejected,7
APP0002831,PR0012830,2025-09-04,2025-09-13,AO022,BR006,Kredit Mikro,Mikro,20000000,5141702,36,Approved,9
APP0002832,PR0012845,2026-04-21,2026-04-23,AO014,BR004,Kredit Konsumtif,Konsumtif,30000000,4153024,18,Approved,2
APP0002833,PR0012856,2025-12-05,2025-12-06,AO009,BR003,Kredit Produktif SME,SME,200000000,23249433,12,Approved,1
APP0002834,PR0012863,2025-11-13,2025-11-16,AO008,BR002,Kredit Payroll,Payroll,200000000,6826618,36,Approved,3
APP0002835,PR0012867,2025-08-15,2025-08-19,AO013,BR004,Kredit Payroll,Payroll,150000000,9299093,48,Approved,4
APP0002836,PR0012869,2025-07-21,2025-07-25,AO024,BR006,Kredit Produktif SME,SME,300000000,14126963,60,Approved,4
APP0002837,PR0012872,2026-05-18,2026-05-23,AO022,BR006,Kredit Konsumtif,Konsumtif,150000000,5007068,12,Approved,5
APP0002838,PR0012876,2026-01-12,2026-01-15,AO025,BR007,Kredit Konsumtif,Konsumtif,100000000,5828038,18,Cancelled,3
APP0002839,PR0012884,2026-02-21,2026-02-26,AO011,BR003,Kredit Mikro,Mikro,50000000,5840085,18,Rejected,5
APP0002840,PR0012885,2026-06-20,2026-06-24,AO018,BR005,Kredit Payroll,Payroll,50000000,10117873,24,Rejected,4
APP0002841,PR0012887,2025-12-29,2025-12-30,AO010,BR003,Kredit Konsumtif,Konsumtif,30000000,3500000,24,Approved,1
APP0002842,PR0012889,2025-09-10,2025-09-14,AO014,BR004,Kredit Konsumtif,Konsumtif,100000000,4833576,18,Cancelled,4
APP0002843,PR0012891,2026-03-06,2026-03-07,AO011,BR003,Kredit Konsumtif,Konsumtif,30000000,7065079,12,Approved,1
APP0002844,PR0012893,2026-01-29,2026-01-30,AO006,BR002,Kredit Mikro,Mikro,20000000,8519716,12,Approved,1
APP0002845,PR0012895,2026-05-04,2026-05-06,AO028,BR007,Kredit Produktif SME,SME,1000000000,16669850,60,Rejected,2
APP0002846,PR0012901,2026-05-10,2026-05-13,AO004,BR001,Kredit Payroll,Payroll,100000000,9413417,12,Approved,3
APP0002847,PR0012902,2025-12-19,2025-12-26,AO003,BR001,Kredit Konsumtif,Konsumtif,75000000,7668612,24,Approved,7
APP0002848,PR0012905,2025-07-19,2025-07-21,AO023,BR006,Kredit Produktif SME,SME,100000000,26222963,24,Rejected,2
APP0002849,PR0012919,2026-05-19,2026-05-20,AO001,BR001,Kredit Konsumtif,Konsumtif,30000000,6837239,12,Approved,1
APP0002850,PR0012927,2025-10-23,2025-10-30,AO022,BR006,Kredit Mikro,Mikro,50000000,5456443,24,Approved,7
APP0002851,PR0012930,2025-08-29,2025-08-30,AO011,BR003,Kredit Konsumtif,Konsumtif,125000000,8580121,12,Rejected,1
APP0002852,PR0012932,2025-07-25,2025-07-27,AO007,BR002,Kredit Mikro,Mikro,50000000,5204467,12,Rejected,2
APP0002853,PR0012934,2026-05-20,2026-05-30,AO001,BR001,Kredit Konsumtif,Konsumtif,100000000,6759321,36,Approved,10
APP0002854,PR0012939,2025-07-11,2025-07-13,AO026,BR007,Kredit Konsumtif,Konsumtif,125000000,9394911,36,Approved,2
APP0002855,PR0012940,2025-12-03,2025-12-06,AO007,BR002,Kredit Konsumtif,Konsumtif,150000000,5472083,24,Approved,3
APP0002856,PR0012942,2025-12-09,2025-12-15,AO003,BR001,Kredit Mikro,Mikro,75000000,6259145,18,Approved,6
APP0002857,PR0012945,2025-12-29,2025-12-30,AO017,BR005,Kredit Mikro,Mikro,100000000,7769451,24,Approved,1
APP0002858,PR0012950,2025-12-26,2025-12-27,AO021,BR006,Kredit Produktif SME,SME,300000000,14935447,48,Approved,1
APP0002859,PR0012952,2026-05-16,2026-05-22,AO020,BR005,Kredit Mikro,Mikro,50000000,5764016,24,Approved,6
APP0002860,PR0012953,2026-02-11,2026-02-13,AO027,BR007,Kredit Payroll,Payroll,75000000,8924819,12,Approved,2
APP0002861,PR0012954,2026-01-19,2026-01-24,AO002,BR001,Kredit Produktif SME,SME,200000000,7255583,60,Approved,5
APP0002862,PR0012959,2026-05-19,2026-05-28,AO021,BR006,Kredit Konsumtif,Konsumtif,100000000,9104706,18,Approved,9
APP0002863,PR0012963,2026-06-22,2026-06-24,AO014,BR004,Kredit Mikro,Mikro,50000000,6565936,36,Approved,2
APP0002864,PR0012965,2026-06-28,2026-06-30,AO025,BR007,Kredit Produktif SME,SME,100000000,19392695,60,Approved,2
APP0002865,PR0012970,2025-12-04,2025-12-06,AO005,BR002,Kredit Konsumtif,Konsumtif,150000000,5589483,18,Approved,2
APP0002866,PR0012977,2026-02-07,2026-02-08,AO011,BR003,Kredit Mikro,Mikro,20000000,4030534,24,Approved,1
APP0002867,PR0012980,2026-04-13,2026-04-19,AO007,BR002,Kredit Konsumtif,Konsumtif,100000000,4144170,18,Approved,6
APP0002868,PR0012981,2025-09-09,2025-09-15,AO014,BR004,Kredit Konsumtif,Konsumtif,100000000,7064492,24,Approved,6
APP0002869,PR0012988,2025-11-20,2025-11-23,AO019,BR005,Kredit Payroll,Payroll,100000000,9253626,60,Approved,3
APP0002870,PR0012993,2025-11-14,2025-11-16,AO006,BR002,Kredit Konsumtif,Konsumtif,30000000,5419045,12,Rejected,2
APP0002871,PR0012999,2025-08-08,2025-08-12,AO007,BR002,Kredit Produktif SME,SME,150000000,18732963,12,Approved,4
APP0002872,PR0013009,2025-10-14,2025-10-17,AO023,BR006,Kredit Payroll,Payroll,150000000,6552606,36,Approved,3
APP0002873,PR0013010,2026-05-18,2026-05-20,AO019,BR005,Kredit Konsumtif,Konsumtif,30000000,7503234,36,Approved,2
APP0002874,PR0013018,2025-07-24,2025-07-28,AO002,BR001,Kredit Produktif SME,SME,500000000,19093906,12,Rejected,4
APP0002875,PR0013020,2026-02-14,2026-02-20,AO020,BR005,Kredit Konsumtif,Konsumtif,125000000,4900473,18,Rejected,6
APP0002876,PR0013030,2026-02-08,2026-02-11,AO014,BR004,Kredit Payroll,Payroll,50000000,10374135,12,Approved,3
APP0002877,PR0013032,2026-02-28,2026-03-02,AO013,BR004,Kredit Payroll,Payroll,100000000,5052853,12,Approved,2
APP0002878,PR0013036,2026-05-15,2026-05-16,AO003,BR001,Kredit Konsumtif,Konsumtif,125000000,3500000,24,Approved,1
APP0002879,PR0013039,2026-02-09,2026-02-12,AO002,BR001,Kredit Payroll,Payroll,75000000,12080464,36,Rejected,3
APP0002880,PR0013048,2026-04-28,2026-04-30,AO003,BR001,Kredit Payroll,Payroll,50000000,6612385,36,Approved,2
APP0002881,PR0013052,2025-07-08,2025-07-11,AO017,BR005,Kredit Konsumtif,Konsumtif,30000000,6951846,18,Approved,3
APP0002882,PR0013054,2025-12-11,2025-12-16,AO015,BR004,Kredit Mikro,Mikro,100000000,6992269,12,Approved,5
APP0002883,PR0013058,2026-02-25,2026-02-27,AO009,BR003,Kredit Payroll,Payroll,150000000,5484918,12,Rejected,2
APP0002884,PR0013063,2026-05-20,2026-05-25,AO004,BR001,Kredit Payroll,Payroll,100000000,9020376,48,Approved,5
APP0002885,PR0013066,2026-01-18,2026-01-21,AO016,BR004,Kredit Produktif SME,SME,100000000,16177231,36,Approved,3
APP0002886,PR0013082,2025-07-26,2025-07-28,AO024,BR006,Kredit Produktif SME,SME,150000000,20798528,60,Rejected,2
APP0002887,PR0013094,2026-03-01,2026-03-02,AO008,BR002,Kredit Konsumtif,Konsumtif,125000000,7196983,36,Approved,1
APP0002888,PR0013097,2026-02-02,2026-02-05,AO008,BR002,Kredit Konsumtif,Konsumtif,125000000,7910134,36,Approved,3
APP0002889,PR0013102,2025-09-13,2025-09-18,AO020,BR005,Kredit Payroll,Payroll,200000000,5654289,60,Approved,5
APP0002890,PR0013104,2026-01-05,2026-01-08,AO005,BR002,Kredit Produktif SME,SME,100000000,7458479,36,Rejected,3
APP0002891,PR0013106,2025-08-09,2025-08-13,AO002,BR001,Kredit Konsumtif,Konsumtif,100000000,5573246,24,Approved,4
APP0002892,PR0013107,2026-02-21,2026-02-23,AO005,BR002,Kredit Mikro,Mikro,75000000,4727184,24,Approved,2
APP0002893,PR0013115,2026-01-14,2026-01-16,AO015,BR004,Kredit Produktif SME,SME,300000000,29103808,48,Approved,2
APP0002894,PR0013120,2026-05-05,2026-05-12,AO009,BR003,Kredit Mikro,Mikro,50000000,3987224,18,Cancelled,7
APP0002895,PR0013122,2026-05-23,2026-05-24,AO003,BR001,Kredit Mikro,Mikro,100000000,4352149,24,Approved,1
APP0002896,PR0013125,2026-03-29,2026-03-30,AO023,BR006,Kredit Konsumtif,Konsumtif,150000000,3707073,12,Cancelled,1
APP0002897,PR0013128,2026-06-06,2026-06-13,AO022,BR006,Kredit Payroll,Payroll,75000000,9982563,24,Approved,7
APP0002898,PR0013132,2025-10-09,2025-10-16,AO012,BR003,Kredit Mikro,Mikro,75000000,8498188,12,Rejected,7
APP0002899,PR0013134,2026-01-26,2026-01-29,AO020,BR005,Kredit Payroll,Payroll,150000000,5642333,48,Approved,3
APP0002900,PR0013136,2026-06-19,2026-06-25,AO027,BR007,Kredit Mikro,Mikro,100000000,3498147,12,Rejected,6
APP0002901,PR0013138,2025-11-11,2025-11-15,AO008,BR002,Kredit Konsumtif,Konsumtif,50000000,8695476,18,Approved,4
APP0002902,PR0013145,2025-12-25,2025-12-28,AO022,BR006,Kredit Konsumtif,Konsumtif,30000000,6144713,12,Approved,3
APP0002903,PR0013148,2025-09-07,2025-09-08,AO021,BR006,Kredit Konsumtif,Konsumtif,30000000,9447176,36,Approved,1
APP0002904,PR0013160,2025-11-08,2025-11-14,AO019,BR005,Kredit Mikro,Mikro,20000000,4982394,36,Approved,6
APP0002905,PR0013161,2025-10-09,2025-10-14,AO018,BR005,Kredit Konsumtif,Konsumtif,125000000,7900652,12,Approved,5
APP0002906,PR0013170,2026-04-28,2026-04-30,AO019,BR005,Kredit Payroll,Payroll,75000000,9817860,48,Approved,2
APP0002907,PR0013171,2026-04-19,2026-04-20,AO003,BR001,Kredit Mikro,Mikro,75000000,6101479,24,Approved,1
APP0002908,PR0013172,2025-10-09,2025-10-17,AO013,BR004,Kredit Konsumtif,Konsumtif,100000000,8882667,18,Rejected,8
APP0002909,PR0013174,2026-05-15,2026-05-19,AO002,BR001,Kredit Payroll,Payroll,150000000,7363804,36,Approved,4
APP0002910,PR0013185,2026-02-19,2026-02-26,AO013,BR004,Kredit Mikro,Mikro,30000000,7677762,36,Approved,7
APP0002911,PR0013191,2026-02-28,2026-03-02,AO004,BR001,Kredit Konsumtif,Konsumtif,150000000,3500000,36,Approved,2
APP0002912,PR0013195,2026-03-09,2026-03-10,AO020,BR005,Kredit Payroll,Payroll,100000000,4905619,36,Approved,1
APP0002913,PR0013199,2026-03-09,2026-03-10,AO016,BR004,Kredit Payroll,Payroll,200000000,7032451,60,Cancelled,1
APP0002914,PR0013202,2025-07-05,2025-07-08,AO006,BR002,Kredit Konsumtif,Konsumtif,150000000,4890158,18,Approved,3
APP0002915,PR0013213,2025-09-20,2025-09-26,AO004,BR001,Kredit Payroll,Payroll,75000000,9962955,48,Approved,6
APP0002916,PR0013221,2026-03-01,2026-03-03,AO020,BR005,Kredit Payroll,Payroll,75000000,9548047,48,Approved,2
APP0002917,PR0013223,2025-09-24,2025-09-26,AO001,BR001,Kredit Mikro,Mikro,20000000,6500041,24,Approved,2
APP0002918,PR0013230,2025-07-25,2025-07-30,AO021,BR006,Kredit Mikro,Mikro,50000000,6981036,18,Rejected,5
APP0002919,PR0013232,2026-06-07,2026-06-15,AO024,BR006,Kredit Payroll,Payroll,75000000,5513852,36,Approved,8
APP0002920,PR0013240,2025-11-15,2025-11-18,AO011,BR003,Kredit Konsumtif,Konsumtif,125000000,7507050,36,Cancelled,3
APP0002921,PR0013244,2025-12-16,2025-12-20,AO019,BR005,Kredit Mikro,Mikro,75000000,6519283,24,Approved,4
APP0002922,PR0013249,2025-08-03,2025-08-05,AO001,BR001,Kredit Produktif SME,SME,150000000,7000000,36,Rejected,2
APP0002923,PR0013270,2025-09-10,2025-09-12,AO006,BR002,Kredit Produktif SME,SME,100000000,15950379,36,Approved,2
APP0002924,PR0013272,2025-11-22,2025-11-24,AO016,BR004,Kredit Produktif SME,SME,100000000,17901016,48,Approved,2
APP0002925,PR0013277,2026-02-16,2026-02-18,AO012,BR003,Kredit Produktif SME,SME,200000000,21009457,36,Rejected,2
APP0002926,PR0013285,2026-03-20,2026-03-23,AO012,BR003,Kredit Mikro,Mikro,75000000,8925379,36,Approved,3
APP0002927,PR0013289,2025-12-19,2025-12-22,AO015,BR004,Kredit Mikro,Mikro,20000000,6729410,18,Rejected,3
